Date,Open,High,Low,Close,Adj Close,Volume,Symbol
7/2/2019,75.849998,76.18,75.25,75.610001,74.682846,1877000,A
7/3/2019,75.860001,76.93,75.699997,76.800003,75.858261,1153100,A
7/5/2019,76.339996,76.470001,75.300003,75.75,74.821121,1493100,A
7/8/2019,75.529999,75.989998,73.5,73.839996,72.934563,2217400,A
7/9/2019,73.489998,74.080002,73.110001,73.449997,72.549332,2092200,A
7/10/2019,73.580002,73.940002,73.129997,73.370003,72.470322,1785200,A
7/11/2019,73.769997,73.779999,71.480003,71.739998,70.860291,6562400,A
7/12/2019,71.279999,72.269997,70.830002,71.650002,70.771416,2542400,A
7/15/2019,71.019997,71.019997,69.489998,70.550003,69.684906,3955300,A
7/16/2019,70,70.360001,69.330002,69.949997,69.092255,3067200,A
7/17/2019,70.309998,70.559998,69.589996,69.589996,68.736664,2402300,A
7/18/2019,70.010002,70.610001,69.660004,70.129997,69.270042,2713000,A
7/19/2019,70.580002,70.580002,68.599998,68.699997,67.857582,2694400,A
7/22/2019,68.910004,69.470001,68.459999,69.089996,68.242798,3103300,A
7/23/2019,69.400002,70.169998,69.160004,69.889999,69.032982,3304200,A
7/24/2019,69.25,69.580002,68.620003,69.580002,68.726791,3190400,A
7/25/2019,69.75,70.010002,69.550003,69.849998,68.993469,1904700,A
7/26/2019,70.129997,70.190002,69.349998,69.5,68.647774,2392600,A
7/29/2019,69.5,70.5,69.379997,70.370003,69.507103,2750000,A
7/30/2019,69.25,70.18,68.099998,70.150002,69.289803,2871800,A
7/31/2019,70.190002,70.660004,68.919998,69.410004,68.558876,3846100,A
8/1/2019,69.629997,70.68,68.389999,69.209999,68.36132,2494100,A
8/2/2019,69.120003,69.129997,67.559998,68.080002,67.245178,2803500,A
8/5/2019,66.839996,67.169998,65.660004,65.860001,65.052406,3273100,A
8/6/2019,66.410004,67.68,66.040001,67.660004,66.830345,2436200,A
8/7/2019,66.870003,68.269997,66.480003,67.970001,67.136528,2172900,A
8/8/2019,68.43,69.510002,68.099998,69.489998,68.637886,2014300,A
8/9/2019,68.940002,68.940002,67.82,68.639999,67.798309,1866200,A
8/12/2019,68.220001,68.379997,66.5,66.629997,65.81295,1961900,A
8/13/2019,66.910004,68.779999,66.5,67.639999,66.81057,3164300,A
8/14/2019,66.580002,67.019997,65.349998,65.589996,64.785713,3509700,A
8/15/2019,71.940002,72.650002,69.419998,69.589996,68.736664,6701000,A
8/16/2019,69.900002,71.18,68.959999,71.080002,70.208397,3367100,A
8/19/2019,71.93,72.279999,71.5,71.75,70.870178,2050400,A
8/20/2019,71.419998,72.260002,71.099998,71.120003,70.24791,2171200,A
8/21/2019,71.959999,72.330002,71.190002,72.199997,71.314667,1897400,A
8/22/2019,72.449997,72.769997,71.25,71.739998,70.860291,1644000,A
8/23/2019,71.5,71.669998,69.25,69.550003,68.697166,2990000,A
8/26/2019,70.110001,70.639999,68.790001,69.639999,68.786057,1827300,A
8/27/2019,70.050003,70.330002,69.110001,69.480003,68.628014,2032300,A
8/28/2019,69.260002,70.260002,68.809998,69.940002,69.08239,1674000,A
8/29/2019,70.809998,71.290001,70.480003,70.699997,69.833046,1611200,A
8/30/2019,71.449997,72.449997,70.82,71.110001,70.238037,2356400,A
9/3/2019,70.699997,71.040001,69.480003,70.410004,69.546616,2227800,A
9/4/2019,70.940002,71.220001,69.959999,70.860001,69.991089,1820600,A
9/5/2019,71.639999,73.709999,71.639999,73.519997,72.618477,2997900,A
9/6/2019,73.690002,74.370003,73.690002,74.279999,73.369171,3117600,A
9/9/2019,74.389999,74.589996,73.669998,74.18,73.270386,2996900,A
9/10/2019,73.5,75.029999,73.290001,74.769997,73.853149,2838000,A
9/11/2019,75.07,77.010002,75.07,76.989998,76.045929,2805500,A
9/12/2019,77.010002,78.089996,76.709999,77.57,76.61882,4009800,A
9/13/2019,77.589996,78.050003,77.18,77.900002,76.944771,2673400,A
9/16/2019,77.32,77.43,76.459999,77.150002,76.203964,2874500,A
9/17/2019,76.949997,76.970001,76.279999,76.400002,75.463158,2716800,A
9/18/2019,76.360001,77.57,75.75,77.57,76.61882,1982600,A
9/19/2019,77.580002,78.150002,77.32,78.07,77.112679,1743700,A
9/20/2019,78.220001,78.739998,77.910004,77.970001,77.013901,4605500,A
9/23/2019,77.480003,78.389999,77.269997,78.059998,77.102806,2217000,A
9/24/2019,78.290001,78.389999,75.639999,75.970001,75.038437,4296700,A
9/25/2019,76.050003,76.559998,75.160004,76.330002,75.394028,1739200,A
9/26/2019,76.449997,76.959999,76.089996,76.519997,75.58168,1313300,A
9/27/2019,77.019997,77.309998,75.919998,76.389999,75.453285,1639800,A
9/30/2019,76.370003,77.110001,76.330002,76.629997,75.853195,1684600,A
10/1/2019,76.5,76.889999,74.589996,74.839996,74.081329,2189100,A
10/2/2019,74.32,74.540001,72.900002,73.349998,72.606438,1999400,A
10/3/2019,73.379997,73.879997,72.470001,73.870003,73.12117,1869400,A
10/4/2019,74.080002,75.910004,74.059998,75.879997,75.110786,1260800,A
10/7/2019,75.349998,75.690002,74.639999,75.099998,74.338692,1048000,A
10/8/2019,73.970001,73.970001,71.730003,72.489998,71.755157,3001900,A
10/9/2019,73.050003,73.839996,72.639999,73.470001,72.725227,1499700,A
10/10/2019,73.43,74.43,73.43,74,73.249855,1399900,A
10/11/2019,75.550003,76.209999,75.239998,75.300003,74.536667,1200700,A
10/14/2019,75.18,75.800003,74.989998,75.18,74.417892,829500,A
10/15/2019,75.800003,76.360001,75.68,75.75,74.982109,844900,A
10/16/2019,75.300003,75.879997,74.959999,75.269997,74.506973,2275500,A
10/17/2019,75.690002,76.25,74.900002,74.919998,74.160522,1650000,A
10/18/2019,74,74.82,73.769997,74.57,73.814072,2121900,A
10/21/2019,74.879997,75.510002,74.690002,75.480003,74.714859,1641500,A
10/22/2019,75.68,76.330002,74.639999,74.690002,73.932861,1271800,A
10/23/2019,75.019997,75.889999,74.68,74.980003,74.219933,1778300,A
10/24/2019,75.029999,75.110001,74.459999,75,74.239708,1475100,A
10/25/2019,74.699997,75.970001,74.129997,75.389999,74.625755,835100,A
10/28/2019,75.690002,76.559998,75.690002,76.150002,75.378059,1143900,A
10/29/2019,75.050003,76.68,74.940002,76.169998,75.39785,1113300,A
10/30/2019,76.040001,76.150002,75.239998,76.120003,75.348358,914800,A
10/31/2019,76,76.120003,75.099998,75.75,74.982109,970500,A
11/1/2019,76.510002,77.349998,76.32,76.970001,76.189743,1106300,A
11/4/2019,77.68,77.849998,76.730003,76.739998,75.962074,1010200,A
11/5/2019,76.82,76.910004,75.470001,75.550003,74.784142,2362700,A
11/6/2019,75.699997,75.940002,74.940002,75.790001,75.021706,1355700,A
11/7/2019,76.339996,76.379997,75.68,75.910004,75.140488,860900,A
11/8/2019,75.900002,76.650002,75.650002,76.639999,75.863091,1231500,A
11/11/2019,76.25,76.849998,76.129997,76.849998,76.070961,1149200,A
11/12/2019,77,77.550003,76.720001,77.050003,76.268929,1008400,A
11/13/2019,76.82,77.5,76.559998,77.160004,76.377823,1096000,A
11/14/2019,77.209999,77.449997,76.480003,76.760002,75.98188,1113500,A
11/15/2019,76.93,78.309998,76.610001,78.260002,77.466667,1700400,A
11/18/2019,78.139999,78.5,77.5,77.940002,77.149902,1641200,A
11/19/2019,78.169998,79.489998,77.839996,79.290001,78.486229,1704800,A
11/20/2019,79.160004,79.360001,78.209999,78.519997,77.72403,2429800,A
11/21/2019,78.970001,78.970001,77.309998,78.300003,77.506264,2142200,A
11/22/2019,78.610001,79.190002,78.230003,79.120003,78.317947,1869700,A
11/25/2019,79.449997,80.459999,79.300003,80.260002,79.446388,2640800,A
11/26/2019,78.57,81.029999,77.959999,80.949997,80.129395,5329900,A
11/27/2019,81.080002,81.339996,80.690002,81.080002,80.258087,1628000,A
11/29/2019,80.959999,81.239998,80.470001,80.769997,79.951218,835800,A
12/2/2019,80.779999,80.989998,80.019997,80.349998,79.535484,1775600,A
12/3/2019,79.519997,80.110001,79.169998,80.099998,79.28801,1978200,A
12/4/2019,80.300003,81,80.18,80.93,80.109596,1690900,A
12/5/2019,80.889999,81.739998,80.5,81.529999,80.703522,1900000,A
12/6/2019,82.239998,82.419998,81.82,82.209999,81.376625,1783400,A
12/9/2019,82.339996,82.470001,81.550003,81.620003,80.792603,1913800,A
12/10/2019,82.900002,83.800003,82.699997,82.93,82.089333,3067700,A
12/11/2019,82.93,83.470001,82.57,83.419998,82.574364,1718300,A
12/12/2019,83.489998,84.980003,83.169998,84.809998,83.950264,1920800,A
12/13/2019,84.669998,84.739998,83.589996,83.709999,82.861412,1811200,A
12/16/2019,84.470001,84.970001,84,84.449997,83.593918,1371200,A
12/17/2019,84.760002,84.860001,83.779999,83.949997,83.098984,1653200,A
12/18/2019,83.75,84.050003,83.360001,83.43,82.584259,2025500,A
12/19/2019,83.949997,84.669998,83.559998,84.510002,83.653313,1696000,A
12/20/2019,84.940002,85.309998,84.32,85.190002,84.326424,2287800,A
12/23/2019,85.419998,85.440002,84.760002,85.260002,84.395714,816000,A
12/24/2019,85.449997,85.449997,84.980003,85.300003,84.435295,271900,A
12/26/2019,85.309998,85.639999,85.089996,85.449997,84.583778,649100,A
12/27/2019,85.68,85.68,85.110001,85.419998,84.554085,767700,A
12/30/2019,85.339996,85.400002,84.639999,84.900002,84.216827,742800,A
12/31/2019,84.839996,85.339996,84.669998,85.309998,84.623528,1176200,A
1/2/2020,85.900002,86.349998,85.199997,85.949997,85.258377,1410500,A
1/3/2020,84.669998,85.330002,84.5,84.57,83.889473,1118300,A
1/6/2020,84,84.82,83.599998,84.82,84.137466,1993200,A
1/7/2020,83.959999,85.260002,83.940002,85.080002,84.395378,1684700,A
1/8/2020,85.959999,86.470001,85.199997,85.919998,85.228615,1847600,A
1/9/2020,86.459999,87.699997,86.169998,87.269997,86.567749,1912700,A
1/10/2020,87.720001,88.239998,87.32,87.589996,86.88517,1417000,A
1/13/2020,87.809998,88.32,86.739998,87.459999,86.756226,1630200,A
1/14/2020,87.269997,88.209999,86.699997,87.989998,87.28196,1675200,A
1/15/2020,87.629997,89.110001,87.550003,88.620003,87.906891,1630400,A
1/16/2020,89.120003,89.489998,88.860001,89.459999,88.74012,1595900,A
1/17/2020,89.970001,90.279999,89.209999,90.120003,89.394821,3718300,A
1/21/2020,89.800003,90.150002,89.459999,89.610001,88.888916,2697400,A
1/22/2020,89.940002,90.639999,89.839996,90.129997,89.404739,1665800,A
1/23/2020,89.620003,89.980003,88.660004,89.07,88.353264,1228300,A
1/24/2020,89.449997,89.459999,87.580002,88.260002,87.549782,1164500,A
1/27/2020,86.540001,87.169998,86.209999,86.559998,85.863464,1868000,A
1/28/2020,86.849998,87.480003,86.190002,87.18,86.478485,1652200,A
1/29/2020,87.550003,88.360001,87.150002,87.239998,86.537994,1131500,A
1/30/2020,84.900002,85.029999,83.599998,84.379997,83.700996,3026700,A
1/31/2020,84.029999,84.339996,82.339996,82.559998,81.895645,2850400,A
2/3/2020,83.290001,83.690002,82.110001,82.150002,81.488953,1919800,A
2/4/2020,82.849998,83.900002,82.779999,83.519997,82.847923,1676000,A
2/5/2020,84.529999,85.5,84.389999,84.93,84.246574,2345100,A
2/6/2020,85.309998,85.389999,84.580002,84.82,84.137466,835500,A
2/7/2020,84.610001,84.790001,82.919998,83.169998,82.500748,1447600,A
2/10/2020,83.040001,84.639999,82.93,84.43,83.75061,2066900,A
2/11/2020,85.029999,85.669998,84.839996,85.089996,84.405296,1543200,A
2/12/2020,85.400002,86.059998,85.290001,85.43,84.742561,1464200,A
2/13/2020,85.099998,85.68,84.660004,85.470001,84.782234,1596300,A
2/14/2020,85.720001,85.860001,85.120003,85.82,85.129425,1965400,A
2/18/2020,85.660004,86.080002,84.529999,84.790001,84.107719,2872500,A
2/19/2020,84.699997,85.839996,83.449997,85.349998,84.663193,4741300,A
2/20/2020,84.900002,84.989998,83.360001,84.339996,83.661324,2543600,A
2/21/2020,83.900002,85.089996,83.400002,85.07,84.385452,1762500,A
2/24/2020,82.220001,82.589996,80.019997,80.5,79.852234,2919200,A
2/25/2020,80.699997,80.879997,77.690002,77.949997,77.322746,2768000,A
2/26/2020,78.660004,80.269997,78.089996,78.110001,77.481461,2526000,A
2/27/2020,76.68,80.300003,76.370003,77.43,76.806938,2879400,A
2/28/2020,74.970001,77.07,74.169998,77.07,76.449829,3755600,A
3/2/2020,77.309998,82,77.239998,81.970001,81.31041,3407500,A
3/3/2020,81.889999,85,79.279999,80.32,79.673676,3017200,A
3/4/2020,81.769997,84.43,80.720001,84.349998,83.671242,1905300,A
3/5/2020,82.139999,83.25,79.699997,80.459999,79.812546,2322600,A
3/6/2020,77.949997,78.900002,76.5,78.559998,77.927841,2959900,A
3/9/2020,72.589996,74.190002,70.169998,70.75,70.180687,4598200,A
3/10/2020,73.050003,73.620003,69.660004,72.910004,72.323303,3537300,A
3/11/2020,70.760002,71.730003,67.57,68.839996,68.286049,4985900,A
3/12/2020,64,67.139999,62.16,63.419998,62.909668,5055000,A
3/13/2020,66.529999,69.510002,63.75,69.199997,68.64315,3261200,A
3/16/2020,63.41,66.620003,61.130001,64.129997,63.613949,4742800,A
3/17/2020,66.019997,70.529999,63.939999,70.440002,69.873184,3341800,A
3/18/2020,65.190002,69.879997,65.18,68.870003,68.315811,4123900,A
3/19/2020,68.540001,68.589996,64.169998,65.760002,65.230843,3430700,A
3/20/2020,65.989998,71,64.959999,66.459999,65.925209,3258400,A
3/23/2020,66.800003,67.559998,62.09,63.369999,62.860069,2989600,A
3/24/2020,65.529999,68.18,64.599998,67,66.460861,2868900,A
3/25/2020,67.120003,71.790001,65.110001,69,68.444763,2628100,A
3/26/2020,70,74.449997,69.650002,73.720001,73.126785,3267500,A
3/27/2020,71.550003,73.209999,70.279999,70.910004,70.339401,1829800,A
3/30/2020,71.059998,73.18,71.059998,72.669998,72.268692,1486200,A
3/31/2020,72.339996,72.800003,70.5,71.620003,71.224487,1822100,A
4/1/2020,69.470001,70.230003,68.150002,68.919998,68.539391,2173600,A
4/2/2020,68.269997,72.449997,68.139999,72.290001,71.890785,1840300,A
4/3/2020,71.709999,72.330002,69.660004,70.419998,70.031113,2052600,A
4/6/2020,72.970001,74.989998,72.25,74.360001,73.949348,2312000,A
4/7/2020,76.610001,77.559998,74.019997,74.029999,73.621178,2458000,A
4/8/2020,74.169998,77.169998,72.75,76.690002,76.266487,2703000,A
4/9/2020,76.43,78.720001,76.230003,78.330002,77.89743,2399900,A
4/13/2020,77.440002,77.989998,75.019997,76.209999,75.789139,1533000,A
4/14/2020,77.300003,79.199997,77.239998,78.830002,78.394676,2650300,A
4/15/2020,77.440002,78.389999,77,77.050003,76.624496,2721100,A
4/16/2020,78.059998,78.919998,76.470001,78.75,78.315109,1969300,A
4/17/2020,80.089996,80.349998,78.309998,79.550003,79.110695,1313400,A
4/20/2020,79.050003,79.050003,76.980003,77.370003,76.942734,1679400,A
4/21/2020,75.760002,75.800003,73.709999,73.75,73.342728,2848100,A
4/22/2020,74.75,75.580002,73.779999,75.169998,74.754875,2347400,A
4/23/2020,76.599998,77.489998,75.050003,75.089996,74.675316,2097700,A
4/24/2020,75.620003,75.910004,74.019997,75.75,75.331673,1654300,A
4/27/2020,76.349998,76.620003,75.839996,76.25,75.828911,1295800,A
4/28/2020,77,77,75.339996,75.449997,75.033325,1855900,A
4/29/2020,76.300003,79.379997,76.139999,78.720001,78.285271,2409400,A
4/30/2020,77.959999,78.440002,75.989998,76.660004,76.236656,1795200,A
5/1/2020,75.550003,76.099998,73.57,74.209999,73.800171,1618600,A
5/4/2020,74.279999,74.620003,73.419998,74.559998,74.148247,1555400,A
5/5/2020,74.910004,77.580002,74.830002,76.370003,75.948257,1476100,A
5/6/2020,76.690002,78.830002,76.650002,77.870003,77.439972,2303600,A
5/7/2020,78.769997,79.330002,77.540001,78.5,78.066483,1190600,A
5/8/2020,79.669998,80.330002,79.190002,79.709999,79.269814,2255000,A
5/11/2020,79.599998,81.989998,79.5,81.269997,80.82119,1691600,A
5/12/2020,81.580002,82.300003,79.779999,79.849998,79.409035,2278900,A
5/13/2020,80.379997,81.93,79.029999,80.160004,79.717323,2664900,A
5/14/2020,79.290001,81.660004,78.720001,81.639999,81.189148,2285900,A
5/15/2020,81.510002,82.830002,81.220001,81.589996,81.13942,4529400,A
5/18/2020,83.239998,84.389999,82.290001,83.660004,83.197998,2076000,A
5/19/2020,83.230003,83.540001,81.889999,81.970001,81.517334,2099200,A
5/20/2020,82.980003,82.980003,81.470001,81.709999,81.258759,2748100,A
5/21/2020,81.720001,82.190002,80.459999,80.75,80.304062,2576500,A
5/22/2020,85,87.669998,84.199997,84.980003,84.510712,5063100,A
5/26/2020,86.230003,86.790001,85.639999,86.129997,85.654343,3173400,A
5/27/2020,86.300003,86.480003,84.370003,86.18,85.704086,1917600,A
5/28/2020,86.870003,87.849998,86.059998,86.690002,86.211266,1908700,A
5/29/2020,87.169998,88.489998,86.470001,88.139999,87.653252,2394500,A
6/1/2020,88.040001,89.980003,87.940002,89.910004,89.413483,2477600,A
6/2/2020,90,90.629997,89.110001,90.290001,89.791382,1682800,A
6/3/2020,90.650002,91.139999,90.260002,90.489998,89.990273,1382500,A
6/4/2020,89.82,91.739998,89.82,91.139999,90.636688,2227500,A
6/5/2020,92.129997,93.040001,90.089996,90.379997,89.880882,2844700,A
6/8/2020,89.309998,90.589996,89.059998,90.290001,89.791382,1804700,A
6/9/2020,90.089996,90.510002,89.32,89.769997,89.274246,1817300,A
6/10/2020,90.32,90.580002,89.459999,89.809998,89.314034,1410300,A
6/11/2020,88.629997,88.629997,85.019997,85.029999,84.560425,2491300,A
6/12/2020,86.830002,87.300003,83.989998,86.110001,85.634468,1520000,A
6/15/2020,84.400002,87.279999,83.709999,86.959999,86.479774,1551400,A
6/16/2020,88.879997,89.239998,86.510002,87.440002,86.957115,1049200,A
6/17/2020,87.849998,88.75,87.459999,87.919998,87.434471,900800,A
6/18/2020,87.43,88.5,87.260002,88.209999,87.72287,1491500,A
6/19/2020,89.410004,89.790001,87.760002,88.730003,88.240005,1784700,A
6/22/2020,88.639999,89.07,87.769997,88.529999,88.041092,1245500,A
6/23/2020,89.190002,89.699997,88.660004,89.279999,88.786957,1160300,A
6/24/2020,89.080002,89.080002,86.32,86.559998,86.081978,1806600,A
6/25/2020,86.43,87.349998,84.800003,87.260002,86.778122,1350100,A
6/26/2020,87.230003,87.559998,85.519997,85.900002,85.425621,2225800,A
